Total Population by sex (thousands),,,,,,,,,,,,,,,,,,
ISO 3166-1 numeric code,Location,Sex,Note,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020
670,            Saint Vincent and the Grenadines,Both sexes combined,,    67,    74,    81,    86,    91,    96,    101,    105,    107,    108,    108,    109,    108,    109,    111
670,            Saint Vincent and the Grenadines,Female,,    35,    39,    43,    46,    48,    50,    52,    53,    54,    54,    53,    54,    53,    54,    55
670,            Saint Vincent and the Grenadines,Male,,    32,    35,    38,    40,    43,    46,    49,    51,    53,    54,    54,    55,    55,    56,    56
534,            Sint Maarten (Dutch part),Both sexes combined,,    1,    2,    3,    4,    7,    10,    13,    19,    29,    31,    33,    33,    34,    40,    43
780,            Trinidad and Tobago,Both sexes combined,,    646,    740,    848,    912,    945,   1 011,   1 085,   1 170,   1 221,   1 254,   1 267,   1 296,   1 328,   1 370,   1 399
780,            Trinidad and Tobago,Female,,    322,    368,    422,    457,    476,    509,    546,    588,    613,    629,    636,    653,    670,    693,    709
780,            Trinidad and Tobago,Male,,    324,    372,    426,    455,    469,    502,    539,    582,    609,    625,    631,    643,    658,    678,    691
796,            Turks and Caicos Islands,Both sexes combined,,    5,    5,    6,    6,    6,    7,    8,    10,    12,    16,    20,    28,    33,    36,    39
850,            United States Virgin Islands,Both sexes combined,14,    27,    30,    33,    50,    65,    86,    99,    105,    104,    107,    109,    108,    106,    105,    104
850,            United States Virgin Islands,Female,14,    14,    15,    17,    25,    32,    44,    51,    54,    53,    55,    56,    56,    55,    55,    55
850,            United States Virgin Islands,Male,14,    13,    15,    16,    25,    32,    42,    48,    51,    51,    52,    53,    52,    51,    50,    50
916,         Central America,Both sexes combined,,   37 975,   43 859,   51 117,   59 623,   69 400,   80 129,   91 092,   102 297,   113 384,   124 554,   135 322,   145 951,   157 591,   168 949,   179 670
916,         Central America,Female,,   19 009,   21 949,   25 569,   29 811,   34 694,   40 086,   45 616,   51 556,   57 223,   63 205,   68 794,   74 436,   80 351,   86 173,   91 619
916,         Central America,Male,,   18 966,   21 910,   25 548,   29 812,   34 706,   40 043,   45 477,   50 741,   56 161,   61 349,   66 528,   71 514,   77 241,   82 776,   88 051
84,            Belize,Both sexes combined,,    69,    80,    92,    106,    122,    133,    144,    165,    188,    207,    247,    284,    322,    361,    398
84,            Belize,Female,,    35,    41,    47,    54,    62,    67,    71,    82,    93,    103,    123,    141,    161,    181,    200
84,            Belize,Male,,    34,    39,    45,    53,    61,    66,    73,    83,    95,    104,    125,    143,    161,    180,    198
188,            Costa Rica,Both sexes combined,,    946,   1 110,   1 331,   1 593,   1 847,   2 094,   2 390,   2 737,   3 119,   3 546,   3 962,   4 286,   4 577,   4 848,   5 094
188,            Costa Rica,Female,,    464,    545,    655,    784,    912,   1 035,   1 183,   1 357,   1 548,   1 763,   1 974,   2 137,   2 285,   2 422,   2 549
188,            Costa Rica,Male,,    482,    565,    676,    808,    936,   1 059,   1 207,   1 380,   1 571,   1 783,   1 989,   2 149,   2 293,   2 426,   2 545
222,            El Salvador,Both sexes combined,,   2 200,   2 433,   2 766,   3 201,   3 673,   4 155,   4 591,   4 937,   5 270,   5 629,   5 888,   6 052,   6 184,   6 325,   6 486
222,            El Salvador,Female,,   1 114,   1 239,   1 405,   1 616,   1 848,   2 095,   2 328,   2 518,   2 699,   2 897,   3 052,   3 164,   3 257,   3 351,   3 450
222,            El Salvador,Male,,   1 085,   1 194,   1 362,   1 585,   1 826,   2 059,   2 263,   2 419,   2 571,   2 732,   2 836,   2 889,   2 926,   2 974,   3 036
320,            Guatemala,Both sexes combined,,   3 115,   3 625,   4 211,   4 870,   5 622,   6 434,   7 283,   8 240,   9 264,   10 408,   11 651,   13 096,   14 630,   16 252,   17 916
320,            Guatemala,Female,,   1 542,   1 791,   2 079,   2 404,   2 777,   3 185,   3 624,   4 121,   4 661,   5 273,   5 934,   6 674,   7 444,   8 257,   9 088
320,            Guatemala,Male,,   1 573,   1 834,   2 132,   2 466,   2 845,   3 248,   3 659,   4 119,   4 603,   5 136,   5 717,   6 423,   7 186,   7 995,   8 827
340,            Honduras,Both sexes combined,,   1 547,   1 771,   2 039,   2 346,   2 717,   3 153,   3 678,   4 281,   4 955,   5 709,   6 575,   7 459,   8 317,   9 113,   9 905
340,            Honduras,Female,,    769,    881,   1 016,   1 173,   1 362,   1 585,   1 851,   2 155,   2 494,   2 873,   3 305,   3 744,   4 169,   4 563,   4 956
340,            Honduras,Male,,    778,    891,   1 023,   1 173,   1 354,   1 568,   1 828,   2 126,   2 461,   2 836,   3 270,   3 715,   4 149,   4 550,   4 949
484,            Mexico,Both sexes combined,,   27 945,   32 351,   37 772,   44 124,   51 494,   59 608,   67 761,   75 983,   83 943,   91 663,   98 900,   106 005,   114 093,   121 858,   128 933
484,            Mexico,Female,,   14 014,   16 215,   18 925,   22 101,   25 785,   29 859,   33 952,   38 357,   42 403,   46 592,   50 342,   54 168,   58 267,   62 264,   65 861
484,            Mexico,Male,,   13 930,   16 135,   18 847,   22 023,   25 708,   29 749,   33 810,   37 627,   41 540,   45 071,   48 558,   51 837,   55 826,   59 594,   63 071
558,            Nicaragua,Both sexes combined,,   1 295,   1 508,   1 773,   2 068,   2 407,   2 807,   3 266,   3 734,   4 173,   4 652,   5 069,   5 439,   5 824,   6 223,   6 625
558,            Nicaragua,Female,,    651,    757,    888,   1 034,   1 203,   1 400,   1 630,   1 872,   2 103,   2 348,   2 562,   2 755,   2 955,   3 156,   3 360
558,            Nicaragua,Male,,    644,    751,    885,   1 034,   1 204,   1 407,   1 635,   1 862,   2 070,   2 304,   2 507,   2 684,   2 869,   3 067,   3 265
591,            Panama,Both sexes combined,,    860,    981,   1 133,   1 315,   1 519,   1 745,   1 978,   2 219,   2 471,   2 740,   3 030,   3 330,   3 643,   3 968,   4 315
591,            Panama,Female,,    419,    480,    555,    645,    747,    859,    976,   1 095,   1 222,   1 357,   1 503,   1 654,   1 812,   1 978,   2 155
591,            Panama,Male,,    440,    501,    578,    670,    773,    886,   1 002,   1 124,   1 249,   1 382,   1 527,   1 676,   1 830,   1 990,   2 160
931,         South America,Both sexes combined,,   113 765,   130 120,   148 686,   169 823,   192 074,   215 134,   240 515,   267 952,   295 398,   322 302,   348 412,   371 805,   392 544,   412 363,   430 760
931,         South America,Female,,   56 897,   65 105,   74 418,   85 048,   96 272,   107 989,   120 833,   134 790,   148 856,   162 598,   176 026,   188 050,   198 759,   209 073,   218 677
931,         South America,Male,,   56 868,   65 015,   74 268,   84 775,   95 802,   107 146,   119 682,   133 162,   146 542,   159 704,   172 385,   183 755,   193 785,   203 290,   212 083
32,            Argentina,Both sexes combined,,   17 038,   18 789,   20 482,   22 160,   23 881,   25 866,   27 897,   30 216,   32 619,   34 828,   36 871,   38 893,   40 896,   43 075,   45 196
32,            Argentina,Female,,   8 355,   9 267,   10 151,   11 043,   11 963,   13 067,   14 176,   15 432,   16 734,   17 884,   18 976,   19 996,   20 997,   22 086,   23 147
32,            Argentina,Male,,   8 683,   9 522,   10 331,   11 117,   11 918,   12 799,   13 720,   14 784,   15 885,   16 945,   17 895,   18 897,   19 899,   20 989,   22 049
68,            Bolivia (Plurinational State of),Both sexes combined,,   3 082,   3 331,   3 657,   4 039,   4 484,   5 001,   5 580,   6 179,   6 865,   7 622,   8 418,   9 232,   10 049,   10 870,   11 673
68,            Bolivia (Plurinational State of),Female,,   1 562,   1 685,   1 845,   2 032,   2 249,   2 501,   2 785,   3 077,   3 413,   3 786,   4 183,   4 585,   4 992,   5 406,   5 815
68,            Bolivia (Plurinational State of),Male,,   1 520,   1 646,   1 812,   2 007,   2 235,   2 500,   2 795,   3 102,   3 452,   3 836,   4 235,   4 648,   5 056,   5 463,   5 858
76,            Brazil,Both sexes combined,,   53 975,   62 534,   72 179,   83 374,   95 113,   107 216,   120 694,   135 274,   149 003,   162 020,   174 790,   186 127,   195 714,   204 472,   212 559
76,            Brazil,Female,,   27 199,   31 452,   36 243,   41 830,   47 718,   53 800,   60 570,   67 929,   74 925,   81 605,   88 209,   94 125,   99 177,   103 814,   108 124
76,            Brazil,Male,,   26 776,   31 082,   35 936,   41 544,   47 395,   53 416,   60 124,   67 345,   74 078,   80 415,   86 582,   92 002,   96 536,   100 658,   104 436
152,            Chile,Both sexes combined,,   6 599,   7 323,   8 133,   8 990,   9 783,   10 592,   11 419,   12 257,   13 275,   14 381,   15 342,   16 183,   17 063,   17 969,   19 116
152,            Chile,Female,,   3 263,   3 640,   4 065,   4 514,   4 936,   5 363,   5 798,   6 237,   6 755,   7 310,   7 794,   8 220,   8 666,   9 125,   9 691
152,            Chile,Male,,   3 336,   3 682,   4 068,   4 475,   4 847,   5 229,   5 622,   6 020,   6 520,   7 071,   7 548,   7 963,   8 397,   8 845,   9 426
170,            Colombia,Both sexes combined,,   11 982,   13 775,   16 058,   18 725,   21 480,   24 066,   26 901,   29 951,   33 103,   36 421,   39 630,   42 648,   45 223,   47 521,   50 883
170,            Colombia,Female,,   6 030,   6 948,   8 105,   9 453,   10 841,   12 165,   13 589,   15 154,   16 787,   18 525,   20 203,   21 747,   23 063,   24 232,   25 898
170,            Colombia,Male,,   5 951,   6 827,   7 952,   9 272,   10 639,   11 901,   13 311,   14 797,   16 315,   17 896,   19 427,   20 901,   22 160,   23 289,   24 985
218,            Ecuador,Both sexes combined,,   3 470,   3 957,   4 544,   5 244,   6 069,   6 994,   7 989,   9 066,   10 231,   11 455,   12 681,   13 826,   15 011,   16 212,   17 643
218,            Ecuador,Female,,   1 746,   1 984,   2 272,   2 616,   3 022,   3 479,   3 973,   4 507,   5 087,   5 700,   6 316,   6 892,   7 491,   8 097,   8 819
218,            Ecuador,Male,,   1 725,   1 973,   2 271,   2 628,   3 047,   3 515,   4 017,   4 559,   5 144,   5 755,   6 365,   6 934,   7 520,   8 115,   8 824
238,            Falkland Islands (Malvinas),Both sexes combined,,    2,    2,    2,    2,    2,    2,    2,    2,    2,    3,    3,    3,    3,    3,    3
254,            French Guiana,Both sexes combined,2,    25,    28,    32,    39,    48,    56,    67,    86,    116,    137,    163,    203,    233,    261,    299
254,            French Guiana,Female,2,    12,    14,    16,    19,    23,    28,    32,    41,    55,    66,    79,    102,    117,    132,    151
254,            French Guiana,Male,2,    13,    15,    16,    20,    25,    28,    35,    45,    60,    71,    84,    101,    116,    129,    148
328,            Guyana,Both sexes combined,,    407,    483,    572,    652,    705,    746,    780,    770,    743,    761,    747,    746,    749,    767,    787
328,            Guyana,Female,,    205,    242,    285,    324,    351,    371,    387,    384,    377,    387,    375,    372,    377,    384,    391
328,            Guyana,Male,,    202,    240,    286,    328,    354,    375,    393,    387,    367,    375,    372,    374,    372,    384,    396
600,            Paraguay,Both sexes combined,,   1 473,   1 674,   1 904,   2 172,   2 475,   2 791,   3 182,   3 676,   4 223,   4 777,   5 323,   5 824,   6 248,   6 689,   7 133
600,            Paraguay,Female,,    748,    851,    967,   1 097,   1 240,   1 389,   1 575,   1 815,   2 084,   2 355,   2 622,   2 867,   3 070,   3 285,   3 508
600,            Paraguay,Male,,    725,    822,    937,   1 076,   1 234,   1 402,   1 607,   1 861,   2 139,   2 421,   2 701,   2 957,   3 178,   3 404,   3 624
604,            Peru,Both sexes combined,,   7 777,   8 858,   10 155,   11 711,   13 460,   15 425,   17 548,   19 773,   22 071,   24 299,   26 460,   27 866,   29 028,   30 471,   32 972
604,            Peru,Female,,   3 872,   4 412,   5 060,   5 839,   6 716,   7 705,   8 774,   9 906,   11 093,   12 197,   13 269,   13 973,   14 554,   15 337,   16 593
604,            Peru,Male,,   3 906,   4 446,   5 095,   5 872,   6 744,   7 720,   8 774,   9 866,   10 978,   12 102,   13 191,   13 893,   14 474,   15 133,   16 379
740,            Suriname,Both sexes combined,,    215,    249,    288,    329,    368,    359,    360,    369,    405,    442,    471,    499,    529,    559,    587
740,            Suriname,Female,,    108,    124,    144,    165,    184,    179,    178,    181,    199,    217,    233,    248,    263,    278,    292
740,            Suriname,Male,,    107,    125,    144,    164,    184,    180,    182,    188,    206,    224,    238,    252,    267,    281,    295
858,            Uruguay,Both sexes combined,,   2 239,   2 373,   2 539,   2 695,   2 810,   2 830,   2 915,   3 012,   3 110,   3 224,   3 320,   3 322,   3 359,   3 412,   3 474
858,            Uruguay,Female,,   1 106,   1 179,   1 268,   1 351,   1 413,   1 428,   1 485,   1 543,   1 601,   1 662,   1 713,   1 719,   1 740,   1 766,   1 795
858,            Uruguay,Male,,   1 132,   1 193,   1 270,   1 344,   1 397,   1 402,   1 430,   1 469,   1 508,   1 562,   1 607,   1 602,   1 619,   1 646,   1 678
862,            Venezuela (Bolivarian Republic of),Both sexes combined,,   5 482,   6 745,   8 142,   9 692,   11 396,   13 190,   15 183,   17 320,   19 633,   21 931,   24 192,   26 432,   28 440,   30 082,   28 436
862,            Venezuela (Bolivarian Republic of),Female,,   2 690,   3 305,   3 995,   4 764,   5 614,   6 511,   7 511,   8 583,   9 744,   10 902,   12 053,   13 202,   14 250,   15 129,   14 451
862,            Venezuela (Bolivarian Republic of),Male,,   2 792,   3 440,   4 147,   4 928,   5 783,   6 678,   7 672,   8 736,   9 889,   11 029,   12 140,   13 230,   14 190,   14 953,   13 985
927,      Australia/New Zealand,Both sexes combined,,   10 085,   11 302,   12 615,   13 940,   15 611,   16 856,   17 735,   18 932,   20 359,   21 668,   22 850,   24 314,   26 525,   28 547,   30 322
927,      Australia/New Zealand,Female,,   5 006,   5 591,   6 252,   6 928,   7 775,   8 417,   8 892,   9 496,   10 231,   10 906,   11 483,   12 218,   13 300,   14 353,   15 253
927,      Australia/New Zealand,Male,,   5 079,   5 711,   6 363,   7 012,   7 836,   8 439,   8 843,   9 436,   10 128,   10 762,   11 368,   12 096,   13 225,   14 194,   15 069
36,         Australia,Both sexes combined,15,   8 177,   9 166,   10 242,   11 313,   12 793,   13 773,   14 588,   15 664,   16 961,   17 993,   18 991,   20 179,   22 155,   23 932,   25 500
36,         Australia,Female,15,   4 057,   4 530,   5 071,   5 619,   6 365,   6 871,   7 309,   7 846,   8 506,   9 042,   9 518,   10 108,   11 075,   12 007,   12 801
36,         Australia,Male,15,   4 120,   4 635,   5 171,   5 694,   6 428,   6 902,   7 279,   7 818,   8 455,   8 951,   9 474,   10 070,   11 079,   11 925,   12 699
554,         New Zealand,Both sexes combined,16,   1 908,   2 136,   2 373,   2 627,   2 818,   3 083,   3 147,   3 268,   3 398,   3 675,   3 859,   4 135,   4 370,   4 615,   4 822
554,         New Zealand,Female,16,    949,   1 061,   1 180,   1 309,   1 410,   1 545,   1 583,   1 650,   1 726,   1 864,   1 965,   2 110,   2 224,   2 346,   2 452
554,         New Zealand,Male,16,    959,   1 075,   1 192,   1 317,   1 408,   1 537,   1 564,   1 619,   1 673,   1 811,   1 894,   2 026,   2 146,   2 269,   2 370
1835,      Oceania (excluding Australia and New Zealand),Both sexes combined,,   2 891,   3 091,   3 407,   3 829,   4 311,   4 854,   5 477,   6 219,   6 940,   7 722,   8 575,   9 376,   10 348,   11 312,   12 356
1835,      Oceania (excluding Australia and New Zealand),Female,,   1 363,   1 480,   1 642,   1 857,   2 098,   2 370,   2 678,   3 044,   3 399,   3 788,   4 213,   4 606,   5 084,   5 552,   6 061
1835,      Oceania (excluding Australia and New Zealand),Male,,   1 528,   1 610,   1 765,   1 972,   2 213,   2 485,   2 799,   3 175,   3 541,   3 934,   4 362,   4 770,   5 264,   5 760,   6 295
928,         Melanesia,Both sexes combined,,   2 493,   2 646,   2 909,   3 252,   3 655,   4 140,   4 698,   5 350,   5 973,   6 683,   7 473,   8 232,   9 188,   10 122,   11 123
928,         Melanesia,Female,,   1 179,   1 270,   1 402,   1 578,   1 779,   2 023,   2 298,   2 623,   2 932,   3 283,   3 673,   4 044,   4 513,   4 965,   5 452
928,         Melanesia,Male,,   1 315,   1 376,   1 507,   1 674,   1 875,   2 118,   2 400,   2 727,   3 041,   3 400,   3 801,   4 188,   4 675,   5 157,   5 671
242,            Fiji,Both sexes combined,,    289,    335,    393,    464,    521,    577,    635,    712,    729,    775,    811,    822,    860,    869,    896
242,            Fiji,Female,,    138,    164,    191,    227,    256,    285,    314,    351,    358,    381,    399,    403,    421,    427,    442
242,            Fiji,Male,,    151,    171,    203,    237,    265,    292,    322,    361,    370,    394,    412,    419,    439,    441,    454
540,            New Caledonia,Both sexes combined,2,    65,    68,    78,    91,    105,    130,    145,    156,    170,    193,    217,    236,    254,    271,    285
540,            New Caledonia,Female,2,    31,    32,    37,    43,    50,    62,    70,    76,    83,    94,    107,    117,    126,    134,    142
540,            New Caledonia,Male,2,    34,    36,    41,    48,    55,    68,    75,    80,    87,    99,    110,    119,    128,    137,    143
598,            Papua New Guinea,Both sexes combined,,   2 002,   2 086,   2 256,   2 485,   2 783,   3 140,   3 571,   4 081,   4 616,   5 187,   5 848,   6 495,   7 311,   8 108,   8 947
598,            Papua New Guinea,Female,,    947,   1 000,   1 089,   1 207,   1 357,   1 535,   1 748,   2 002,   2 267,   2 551,   2 875,   3 192,   3 591,   3 973,   4 379
598,            Papua New Guinea,Male,,   1 055,   1 086,   1 167,   1 279,   1 426,   1 605,   1 823,   2 079,   2 348,   2 636,   2 972,   3 303,   3 720,   4 134,   4 568
90,            Solomon Islands,Both sexes combined,,    90,    102,    118,    137,    160,    193,    231,    271,    312,    359,    413,    470,    528,    603,    687
90,            Solomon Islands,Female,,    40,    47,    55,    65,    76,    93,    111,    131,    152,    175,    201,    230,    260,    297,    338
90,            Solomon Islands,Male,,    49,    55,    63,    72,    84,    100,    119,    140,    160,    185,    212,    240,    268,    307,    349
548,            Vanuatu,Both sexes combined,,    48,    55,    64,    74,    85,    100,    116,    130,    147,    168,    185,    209,    236,    271,    307
548,            Vanuatu,Female,,    23,    26,    31,    36,    40,    47,    55,    62,    71,    82,    90,    103,    116,    134,    151
548,            Vanuatu,Male,,    25,    28,    33,    38,    45,    53,    61,    68,    75,    86,    95,    107,    120,    138,    156
954,         Micronesia,Both sexes combined,,    156,    171,    191,    219,    248,    272,    304,    355,    417,    455,    485,    498,    504,    523,    549
954,         Micronesia,Female,,    67,    77,    89,    103,    118,    131,    148,    172,    201,    222,    241,    247,    249,    258,    272
954,         Micronesia,Male,,    89,    95,    102,    116,    130,    141,    155,    183,    216,    233,    244,    252,    255,    265,    277
316,            Guam,Both sexes combined,14,    60,    63,    67,    75,    84,    93,    104,    117,    130,    146,    155,    158,    159,    162,    169
316,            Guam,Female,14,    19,    23,    28,    32,    37,    43,    50,    55,    61,    70,    76,    78,    78,    80,    84
316,            Guam,Male,14,    40,    40,    39,    43,    47,    50,    54,    62,    70,    76,    79,    81,    81,    82,    85
296,            Kiribati,Both sexes combined,,    33,    37,    41,    46,    51,    55,    59,    64,    72,    78,    84,    92,    103,    111,    119
296,            Kiribati,Female,,    17,    19,    21,    23,    26,    28,    30,    32,    37,    39,    43,    47,    52,    56,    61
296,            Kiribati,Male,,    16,    18,    20,    23,    25,    27,    29,    32,    36,    39,    42,    45,    51,    54,    59
584,            Marshall Islands,Both sexes combined,,    13,    14,    15,    17,    20,    26,    31,    38,    47,    50,    51,    55,    56,    57,    59
583,            Micronesia (Fed. States of),Both sexes combined,,    32,    38,    45,    52,    61,    63,    73,    86,    96,    108,    107,    106,    103,    109,    115
583,            Micronesia (Fed. States of),Female,,    16,    18,    22,    25,    30,    30,    36,    42,    47,    53,    53,    52,    51,    54,    57
583,            Micronesia (Fed. States of),Male,,    16,    19,    23,    27,    32,    33,    37,    44,    49,    55,    54,    54,    52,    55,    58
520,            Nauru,Both sexes combined,,    3,    4,    4,    6,    7,    7,    8,    9,    10,    11,    10,    10,    10,    10,    11
580,            Northern Mariana Islands,Both sexes combined,,    7,    8,    10,    11,    13,    15,    17,    29,    46,    46,    57,    57,    54,    56,    58
585,            Palau,Both sexes combined,,    7,    8,    10,    11,    12,    13,    12,    14,    15,    17,    19,    20,    18,    18,    18
957,         Polynesia,Both sexes combined,17,    242,    273,    307,    359,    408,    442,    476,    514,    550,    583,    616,    646,    657,    667,    684
957,         Polynesia,Female,17,    117,    134,    151,    176,    200,    216,    232,    249,    266,    283,    299,    316,    322,    328,    337
957,         Polynesia,Male,17,    124,    140,    156,    182,    208,    226,    244,    266,    284,    301,    317,    330,    335,    339,    347
16,            American Samoa,Both sexes combined,,    19,    20,    20,    24,    27,    30,    33,    40,    47,    53,    58,    60,    56,    56,    55
184,            Cook Islands,Both sexes combined,,    15,    16,    18,    19,    21,    20,    18,    18,    18,    19,    18,    19,    18,    18,    18
258,            French Polynesia,Both sexes combined,2,    60,    69,    78,    93,    110,    131,    153,    177,    200,    218,    241,    259,    266,    273,    281
258,            French Polynesia,Female,2,    29,    33,    38,    46,    54,    63,    74,    84,    96,    105,    117,    126,    130,    134,    139
258,            French Polynesia,Male,2,    31,    36,    40,    48,    57,    68,    80,    93,    104,    113,    124,    133,    136,    139,    142
570,            Niue,Both sexes combined,,    5,    5,    5,    5,    5,    4,    3,    3,    2,    2,    2,    2,    2,    2,    2
882,            Samoa,Both sexes combined,,    82,    94,    109,    127,    143,    151,    156,    160,    163,    170,    174,    180,    186,    194,    198
882,            Samoa,Female,,    40,    46,    53,    63,    70,    75,    76,    77,    78,    82,    84,    87,    90,    93,    96
882,            Samoa,Male,,    42,    48,    55,    64,    73,    77,    80,    83,    85,    88,    91,    93,    96,    100,    103
772,            Tokelau,Both sexes combined,,    2,    2,    2,    2,    2,    2,    2,    2,    2,    2,    2,    1,    1,    1,    1
776,            Tonga,Both sexes combined,,    47,    55,    62,    74,    84,    88,    93,    94,    95,    96,    98,    101,    104,    101,    106
776,            Tonga,Female,,    23,    27,    30,    36,    41,    43,    46,    46,    47,    47,    48,    50,    52,    50,    53
776,            Tonga,Male,,    24,    28,    31,    38,    43,    45,    47,    47,    48,    49,    50,    51,    52,    50,    53
798,            Tuvalu,Both sexes combined,,    5,    5,    5,    5,    6,    6,    8,    8,    9,    9,    9,    10,    11,    11,    12
876,            Wallis and Futuna Islands,Both sexes combined,,    7,    8,    8,    9,    9,    9,    11,    14,    14,    14,    15,    15,    13,    12,    11
1829,      Europe and Northern America,Both sexes combined,,   721 931,   764 109,   810 056,   854 237,   887 911,   919 147,   947 574,   973 948,  1 000 644,  1 021 448,  1 037 985,  1 056 575,  1 079 700,  1 100 090,  1 116 506
1829,      Europe and Northern America,Female,,   379 239,   399 942,   422 405,   443 853,   460 558,   476 066,   490 458,   503 452,   516 370,   526 532,   534 579,   543 773,   555 468,   565 268,   572 864
1829,      Europe and Northern America,Male,,   342 692,   364 167,   387 651,   410 384,   427 353,   443 081,   457 116,   470 496,   484 274,   494 916,   503 406,   512 802,   524 233,   534 822,   543 641
917,         Europe,Both sexes combined,,   549 329,   576 679,   605 407,   634 783,   656 919,   676 895,   693 567,   707 584,   720 858,   726 994,   725 558,   729 288,   736 413,   743 059,   747 636
917,         Europe,Female,,   292 867,   305 785,   319 331,   333 074,   343 519,   353 150,   361 190,   367 907,   373 854,   376 859,   376 131,   378 064,   381 798,   384 876,   386 575
917,         Europe,Male,,   256 462,   270 894,   286 076,   301 710,   313 400,   323 746,   332 377,   339 677,   347 005,   350 136,   349 427,   351 223,   354 615,   358 182,   361 061
923,            Eastern Europe,Both sexes combined,,   220 171,   237 070,   253 511,   266 938,   276 165,   285 377,   294 734,   303 239,   309 809,   309 435,   303 918,   297 501,   294 873,   294 391,   293 013
923,            Eastern Europe,Female,,   121 282,   129 170,   136 833,   143 098,   147 361,   151 819,   156 189,   160 174,   162 967,   162 691,   160 101,   157 287,   156 259,   155 956,   155 183
923,            Eastern Europe,Male,,   98 889,   107 900,   116 678,   123 840,   128 803,   133 559,   138 545,   143 065,   146 842,   146 744,   143 818,   140 214,   138 614,   138 435,   137 830
112,               Belarus,Both sexes combined,,   7 745,   7 747,   8 125,   8 506,   8 914,   9 253,   9 570,   9 901,   10 151,   10 078,   9 872,   9 562,   9 421,   9 439,   9 449
112,               Belarus,Female,,   4 321,   4 289,   4 454,   4 625,   4 818,   4 974,   5 120,   5 279,   5 390,   5 353,   5 238,   5 098,   5 041,   5 047,   5 050
112,               Belarus,Male,,   3 424,   3 458,   3 671,   3 881,   4 095,   4 279,   4 450,   4 622,   4 761,   4 725,   4 634,   4 464,   4 380,   4 392,   4 399
100,               Bulgaria,Both sexes combined,,   7 251,   7 561,   7 886,   8 223,   8 508,   8 738,   8 879,   8 975,   8 841,   8 379,   7 998,   7 687,   7 425,   7 200,   6 948
100,               Bulgaria,Female,,   3 627,   3 788,   3 948,   4 113,   4 255,   4 376,   4 456,   4 525,   4 484,   4 277,   4 100,   3 946,   3 809,   3 698,   3 574
100,               Bulgaria,Male,,   3 624,   3 774,   3 937,   4 110,   4 253,   4 363,   4 423,   4 451,   4 357,   4 102,   3 898,   3 741,   3 616,   3 502,   3 374
203,               Czechia,Both sexes combined,,   8 903,   9 362,   9 590,   9 811,   9 818,   10 070,   10 349,   10 331,   10 341,   10 358,   10 289,   10 258,   10 537,   10 601,   10 709
203,               Czechia,Female,,   4 579,   4 807,   4 927,   5 035,   5 067,   5 195,   5 331,   5 318,   5 321,   5 325,   5 284,   5 262,   5 365,   5 392,   5 436
203,               Czechia,Male,,   4 323,   4 555,   4 664,   4 777,   4 751,   4 875,   5 018,   5 014,   5 020,   5 033,   5 006,   4 997,   5 172,   5 209,   5 273
348,               Hungary,Both sexes combined,,   9 338,   9 828,   10 001,   10 170,   10 366,   10 527,   10 754,   10 566,   10 377,   10 349,   10 221,   10 086,   9 927,   9 778,   9 660
348,               Hungary,Female,,   4 843,   5 075,   5 179,   5 251,   5 342,   5 426,   5 545,   5 471,   5 393,   5 405,   5 358,   5 300,   5 217,   5 131,   5 062
348,               Hungary,Male,,   4 494,   4 754,   4 822,   4 919,   5 024,   5 100,   5 210,   5 095,   4 984,   4 944,   4 862,   4 786,   4 710,   4 647,   4 598
616,               Poland,Both sexes combined,,   24 824,   27 270,   29 614,   31 361,   32 639,   33 971,   35 540,   37 134,   37 960,   38 459,   38 557,   38 369,   38 330,   38 034,   37 847
616,               Poland,Female,,   12 994,   14 188,   15 290,   16 151,   16 790,   17 447,   18 245,   19 040,   19 476,   19 753,   19 839,   19 792,   19 798,   19 599,   19 509
616,               Poland,Male,,   11 830,   13 081,   14 324,   15 210,   15 849,   16 523,   17 295,   18 094,   18 485,   18 706,   18 718,   18 577,   18 532,   18 435,   18 338
498,               Republic of Moldova,Both sexes combined,18,   2 341,   2 627,   3 004,   3 337,   3 596,   3 840,   4 011,   4 216,   4 366,   4 341,   4 203,   4 159,   4 086,   4 071,   4 034
498,               Republic of Moldova,Female,18,   1 248,   1 400,   1 599,   1 775,   1 914,   2 036,   2 115,   2 214,   2 285,   2 267,   2 191,   2 167,   2 122,   2 114,   2 102
498,               Republic of Moldova,Male,18,   1 093,   1 227,   1 406,   1 562,   1 681,   1 804,   1 897,   2 002,   2 081,   2 073,   2 011,   1 992,   1 964,   1 956,   1 932
642,               Romania,Both sexes combined,,   16 236,   17 484,   18 614,   19 380,   20 549,   21 666,   22 616,   23 071,   23 489,   22 965,   22 137,   21 417,   20 472,   19 925,   19 238
642,               Romania,Female,,   8 387,   8 984,   9 524,   9 887,   10 455,   10 997,   11 461,   11 694,   11 910,   11 681,   11 308,   10 979,   10 532,   10 225,   9 884
642,               Romania,Male,,   7 849,   8 499,   9 090,   9 492,   10 094,   10 669,   11 154,   11 377,   11 580,   11 284,   10 830,   10 439,   9 940,   9 700,   9 354
643,               Russian Federation,Both sexes combined,,   102 799,   111 355,   119 872,   126 504,   130 149,   133 805,   138 053,   142 957,   147 532,   148 227,   146 405,   143 672,   143 479,   144 985,   145 934
